row_index,actual,linear_pred,linear_prob_blue,tree_pred,tree_prob_blue,linear_correct,tree_correct,linear_margin,tree_margin,prob_gap_tree_minus_linear,abs_prob_gap,case_bucket
34676,0,0,0.23291288624465162,1,0.6122668269047226,True,False,0.2670871137553484,0.11226682690472256,0.37935394066007094,0.37935394066007094,linear_correct_tree_wrong
18461,1,1,0.5239487935703563,0,0.4790341397692095,True,False,0.023948793570356286,0.0209658602307905,-0.04491465380114679,0.04491465380114679,linear_correct_tree_wrong
72148,0,0,0.20631268948034256,1,0.5125539510125678,True,False,0.29368731051965746,0.012553951012567843,0.3062412615322253,0.3062412615322253,linear_correct_tree_wrong
63439,0,0,0.4714709789773058,1,0.5280103951729371,True,False,0.028529021022694223,0.02801039517293713,0.05653941619563135,0.05653941619563135,linear_correct_tree_wrong
66484,0,0,0.2661005204024159,1,0.5868043720457454,True,False,0.23389947959758411,0.08680437204574543,0.32070385164332954,0.32070385164332954,linear_correct_tree_wrong
42404,0,0,0.3557820627051568,1,0.5102507202411003,True,False,0.14421793729484322,0.010250720241100297,0.15446865753594352,0.15446865753594352,linear_correct_tree_wrong
18421,0,0,0.4341218801744497,1,0.5135804855181509,True,False,0.06587811982555031,0.013580485518150942,0.07945860534370125,0.07945860534370125,linear_correct_tree_wrong
66859,0,0,0.4523016167688497,1,0.5001373007062699,True,False,0.047698383231150276,0.0001373007062699383,0.047835683937420215,0.047835683937420215,linear_correct_tree_wrong
4558,0,0,0.3888457968685384,1,0.5563346431163645,True,False,0.11115420313146163,0.05633464311636449,0.16748884624782612,0.16748884624782612,linear_correct_tree_wrong
77307,0,0,0.4588779276349131,1,0.5887864592905964,True,False,0.041122072365086915,0.08878645929059636,0.12990853165568328,0.12990853165568328,linear_correct_tree_wrong
45717,1,1,0.5676140094542199,0,0.41581494203133973,True,False,0.06761400945421991,0.08418505796866027,-0.15179906742288019,0.15179906742288019,linear_correct_tree_wrong
78607,1,1,0.6312480015922315,0,0.41628941620346077,True,False,0.1312480015922315,0.08371058379653923,-0.21495858538877072,0.21495858538877072,linear_correct_tree_wrong
20466,1,1,0.5129163271905329,0,0.49363320033462116,True,False,0.012916327190532928,0.006366799665378842,-0.01928312685591177,0.01928312685591177,linear_correct_tree_wrong
10387,0,0,0.3420228430339963,1,0.5355704600289389,True,False,0.15797715696600367,0.03557046002893893,0.1935476169949426,0.1935476169949426,linear_correct_tree_wrong
23399,1,1,0.5078005563380452,0,0.41797352037837576,True,False,0.007800556338045217,0.08202647962162424,-0.08982703595966945,0.08982703595966945,linear_correct_tree_wrong
41272,0,0,0.4634104134403041,1,0.6246474880058897,True,False,0.03658958655969591,0.12464748800588965,0.16123707456558556,0.16123707456558556,linear_correct_tree_wrong
72192,1,1,0.6176098341630195,0,0.3594931643779999,True,False,0.11760983416301951,0.14050683562200011,-0.2581166697850196,0.2581166697850196,linear_correct_tree_wrong
42875,0,0,0.4602925984274209,1,0.6035857428216536,True,False,0.039707401572579126,0.10358574282165356,0.14329314439423269,0.14329314439423269,linear_correct_tree_wrong
66367,1,1,0.5328307082123084,0,0.49006962517060754,True,False,0.03283070821230838,0.009930374829392463,-0.04276108304170084,0.04276108304170084,linear_correct_tree_wrong
78127,1,1,0.5505286278480198,0,0.41764249440708207,True,False,0.050528627848019814,0.08235750559291793,-0.13288613344093775,0.13288613344093775,linear_correct_tree_wrong
57439,0,0,0.4507284298547844,1,0.5659113673597409,True,False,0.049271570145215604,0.0659113673597409,0.1151829375049565,0.1151829375049565,linear_correct_tree_wrong
18866,1,1,0.5498216675935137,0,0.39639434332217777,True,False,0.0498216675935137,0.10360565667782223,-0.15342732427133593,0.15342732427133593,linear_correct_tree_wrong
14105,1,1,0.6648441535669809,0,0.4750627890529964,True,False,0.1648441535669809,0.024937210947003574,-0.18978136451398447,0.18978136451398447,linear_correct_tree_wrong
36395,0,0,0.2738242506684624,1,0.6499068376412325,True,False,0.2261757493315376,0.14990683764123247,0.3760825869727701,0.3760825869727701,linear_correct_tree_wrong
76534,1,1,0.5556286375847708,0,0.3964011133604564,True,False,0.05562863758477077,0.10359888663954359,-0.15922752422431435,0.15922752422431435,linear_correct_tree_wrong
67376,1,1,0.8211979238102195,0,0.47642902258923525,True,False,0.3211979238102195,0.02357097741076475,-0.34476890122098425,0.34476890122098425,linear_correct_tree_wrong
88373,1,1,0.5639072112233764,0,0.4074177767727306,True,False,0.06390721122337639,0.09258222322726939,-0.15648943445064578,0.15648943445064578,linear_correct_tree_wrong
45400,1,1,0.5731512163277414,0,0.4968792217021056,True,False,0.07315121632774135,0.003120778297894422,-0.07627199462563578,0.07627199462563578,linear_correct_tree_wrong
37409,1,1,0.5691558195814085,0,0.44259944305646715,True,False,0.06915581958140848,0.057400556943532854,-0.12655637652494134,0.12655637652494134,linear_correct_tree_wrong
22439,1,1,0.6030843834710927,0,0.39996078154771386,True,False,0.10308438347109272,0.10003921845228614,-0.20312360192337886,0.20312360192337886,linear_correct_tree_wrong
6774,0,0,0.4642676897102627,1,0.5032101073754713,True,False,0.03573231028973728,0.0032101073754713383,0.03894241766520862,0.03894241766520862,linear_correct_tree_wrong
31366,0,0,0.4475498813796964,1,0.5797252066994425,True,False,0.052450118620303576,0.0797252066994425,0.13217532531974607,0.13217532531974607,linear_correct_tree_wrong
52498,1,1,0.5088477691639536,0,0.4093908862930403,True,False,0.008847769163953578,0.09060911370695968,-0.09945688287091325,0.09945688287091325,linear_correct_tree_wrong
65464,1,1,0.5773834912562019,0,0.45319822279230315,True,False,0.07738349125620192,0.04680177720769685,-0.12418526846389877,0.12418526846389877,linear_correct_tree_wrong
49238,1,1,0.6508459437192148,0,0.3721131644200256,True,False,0.15084594371921478,0.12788683557997438,-0.27873277929918916,0.27873277929918916,linear_correct_tree_wrong
45975,1,1,0.5257102442342649,0,0.36766094463038224,True,False,0.025710244234264934,0.13233905536961776,-0.1580492996038827,0.1580492996038827,linear_correct_tree_wrong
38408,0,0,0.49191129526647803,1,0.5513540024217476,True,False,0.008088704733521968,0.05135400242174759,0.05944270715526956,0.05944270715526956,linear_correct_tree_wrong
78299,0,0,0.4509450568777342,1,0.5152140187816635,True,False,0.049054943122265826,0.015214018781663508,0.06426896190392933,0.06426896190392933,linear_correct_tree_wrong
16489,0,0,0.3038511515000445,1,0.5338479705480993,True,False,0.1961488484999555,0.03384797054809929,0.2299968190480548,0.2299968190480548,linear_correct_tree_wrong
8724,0,0,0.49993033242238527,1,0.6511651176129252,True,False,6.96675776147293e-05,0.15116511761292517,0.1512347851905399,0.1512347851905399,linear_correct_tree_wrong
82636,0,0,0.45000654776816185,1,0.531599442073737,True,False,0.049993452231838154,0.031599442073736994,0.08159289430557515,0.08159289430557515,linear_correct_tree_wrong
25168,0,0,0.21876485457203593,1,0.5191686025222461,True,False,0.2812351454279641,0.01916860252224606,0.30040374795021013,0.30040374795021013,linear_correct_tree_wrong
21361,1,1,0.6418684831053746,0,0.41216521848442556,True,False,0.1418684831053746,0.08783478151557444,-0.22970326462094903,0.22970326462094903,linear_correct_tree_wrong
61729,1,1,0.6925900187797565,0,0.4118068467866709,True,False,0.19259001877975646,0.0881931532133291,-0.28078317199308556,0.28078317199308556,linear_correct_tree_wrong
65695,1,1,0.5593685209365664,0,0.46249061918214096,True,False,0.059368520936566416,0.03750938081785904,-0.09687790175442546,0.09687790175442546,linear_correct_tree_wrong
50635,1,1,0.7455465413493882,0,0.48726216256101235,True,False,0.24554654134938825,0.012737837438987654,-0.2582843787883759,0.2582843787883759,linear_correct_tree_wrong
38242,0,0,0.25475305048286884,1,0.537175542728131,True,False,0.24524694951713116,0.03717554272813095,0.2824224922452621,0.2824224922452621,linear_correct_tree_wrong
51615,0,0,0.2563957644829641,1,0.6840755103952304,True,False,0.24360423551703592,0.1840755103952304,0.4276797459122663,0.4276797459122663,linear_correct_tree_wrong
48754,1,1,0.6221406813761886,0,0.43925589717032426,True,False,0.12214068137618861,0.06074410282967574,-0.18288478420586435,0.18288478420586435,linear_correct_tree_wrong
44745,1,1,0.5088268895885001,0,0.4063841564817439,True,False,0.008826889588500086,0.09361584351825608,-0.10244273310675617,0.10244273310675617,linear_correct_tree_wrong
55990,0,0,0.45982905457679213,1,0.5272024233885949,True,False,0.04017094542320787,0.02720242338859491,0.06737336881180278,0.06737336881180278,linear_correct_tree_wrong
32934,0,0,0.3615473649482351,1,0.5463463594834825,True,False,0.13845263505176492,0.046346359483482535,0.18479899453524745,0.18479899453524745,linear_correct_tree_wrong
