row_index,actual,linear_pred,linear_prob_blue,tree_pred,tree_prob_blue,linear_correct,tree_correct,linear_margin,tree_margin,prob_gap_tree_minus_linear,abs_prob_gap,case_bucket
51919,1,0,0.10374697184387022,0,0.16685640232992022,False,False,0.3962530281561298,0.3331435976700798,0.06310943048605,0.06310943048605,both_wrong
72544,0,1,0.7190343222233989,1,0.6453370014920629,False,False,0.21903432222339891,0.14533700149206286,-0.07369732073133606,0.07369732073133606,both_wrong
38202,0,1,0.9179295310770591,1,0.9189449030928712,False,False,0.4179295310770591,0.41894490309287125,0.0010153720158121438,0.0010153720158121438,both_wrong
13904,0,1,0.7287539400830777,1,0.7186380076970098,False,False,0.2287539400830777,0.2186380076970098,-0.010115932386067894,0.010115932386067894,both_wrong
89164,0,1,0.6652332683919302,1,0.7148109129384177,False,False,0.1652332683919302,0.2148109129384177,0.0495776445464875,0.0495776445464875,both_wrong
84312,1,0,0.25858631084829975,0,0.22516178084670066,False,False,0.24141368915170025,0.2748382191532993,-0.03342453000159909,0.03342453000159909,both_wrong
43876,0,1,0.5851607293848681,1,0.5588699188161369,False,False,0.08516072938486807,0.0588699188161369,-0.02629081056873117,0.02629081056873117,both_wrong
52676,0,1,0.7237050227795181,1,0.6284994619193757,False,False,0.2237050227795181,0.12849946191937567,-0.09520556086014242,0.09520556086014242,both_wrong
91228,1,0,0.49014402495834286,0,0.42853672789230274,False,False,0.009855975041657139,0.07146327210769726,-0.06160729706604012,0.06160729706604012,both_wrong
88466,0,1,0.5165999761502479,1,0.5345349313886039,False,False,0.016599976150247886,0.03453493138860386,0.017934955238355976,0.017934955238355976,both_wrong
76201,0,1,0.8607275464906674,1,0.8546454408175993,False,False,0.3607275464906674,0.3546454408175993,-0.006082105673068106,0.006082105673068106,both_wrong
7319,1,0,0.3220177418806963,0,0.4174171979496964,False,False,0.17798225811930368,0.0825828020503036,0.09539945606900008,0.09539945606900008,both_wrong
72077,1,0,0.17778534464375212,0,0.21808069545859426,False,False,0.3222146553562479,0.28191930454140574,0.040295350814842146,0.040295350814842146,both_wrong
56791,0,1,0.6338536051527858,1,0.5071882490213867,False,False,0.13385360515278577,0.007188249021386706,-0.12666535613139907,0.12666535613139907,both_wrong
11036,1,0,0.4581910579618775,0,0.39054245731852805,False,False,0.04180894203812252,0.10945754268147195,-0.06764860064334943,0.06764860064334943,both_wrong
16942,1,0,0.25727876342510597,0,0.15725200553509497,False,False,0.24272123657489403,0.342747994464905,-0.100026757890011,0.100026757890011,both_wrong
60422,1,0,0.1686160591334476,0,0.254033248949586,False,False,0.33138394086655243,0.245966751050414,0.08541718981613841,0.08541718981613841,both_wrong
69856,1,0,0.37901304411359155,0,0.4590084632500434,False,False,0.12098695588640845,0.04099153674995659,0.07999541913645186,0.07999541913645186,both_wrong
65726,1,0,0.2520799884344697,0,0.2610685922346245,False,False,0.24792001156553028,0.23893140776537553,0.00898860380015476,0.00898860380015476,both_wrong
44520,1,0,0.32870335510437504,0,0.3145653883601804,False,False,0.17129664489562496,0.1854346116398196,-0.014137966744194652,0.014137966744194652,both_wrong
67926,0,1,0.7412002734142057,1,0.7175512679155361,False,False,0.2412002734142057,0.21755126791553614,-0.02364900549866955,0.02364900549866955,both_wrong
25671,1,0,0.270569199954872,0,0.2739535394733995,False,False,0.229430800045128,0.2260464605266005,0.0033843395185275127,0.0033843395185275127,both_wrong
46449,0,1,0.6877005610011666,1,0.7320126052868617,False,False,0.1877005610011666,0.23201260528686174,0.04431204428569513,0.04431204428569513,both_wrong
2020,0,1,0.6454552907296296,1,0.6263070614927869,False,False,0.1454552907296296,0.12630706149278692,-0.019148229236842673,0.019148229236842673,both_wrong
6445,1,0,0.47616209774479457,0,0.4657318524547134,False,False,0.023837902255205434,0.03426814754528662,-0.010430245290081186,0.010430245290081186,both_wrong
23197,0,1,0.8097749026551784,1,0.7016777033647946,False,False,0.3097749026551784,0.20167770336479462,-0.10809719929038375,0.10809719929038375,both_wrong
54177,1,0,0.22858562067827698,0,0.3383483708254422,False,False,0.271414379321723,0.16165162917455778,0.10976275014716524,0.10976275014716524,both_wrong
32231,0,1,0.7080660568309359,1,0.6584029071909484,False,False,0.20806605683093593,0.1584029071909484,-0.049663149639987525,0.049663149639987525,both_wrong
77506,0,1,0.604758261164166,1,0.594716630175594,False,False,0.10475826116416598,0.09471663017559395,-0.010041630988572026,0.010041630988572026,both_wrong
59582,0,1,0.5832492329257198,1,0.663169283945956,False,False,0.08324923292571984,0.16316928394595598,0.07992005102023614,0.07992005102023614,both_wrong
68908,1,0,0.1267818425321611,0,0.08655059765900042,False,False,0.37321815746783893,0.4134494023409996,-0.04023124487316068,0.04023124487316068,both_wrong
31458,0,1,0.5053019507777179,1,0.5809731511520664,False,False,0.00530195077771789,0.08097315115206638,0.07567120037434849,0.07567120037434849,both_wrong
55751,0,1,0.5167014002087956,1,0.5213054210211933,False,False,0.016701400208795625,0.02130542102119326,0.004604020812397636,0.004604020812397636,both_wrong
54780,1,0,0.4510715424751311,0,0.41984401898914925,False,False,0.04892845752486891,0.08015598101085075,-0.031227523485981845,0.031227523485981845,both_wrong
71636,0,1,0.591384138739787,1,0.5538009289642826,False,False,0.09138413873978701,0.05380092896428257,-0.037583209775504445,0.037583209775504445,both_wrong
68001,0,1,0.5886026987269091,1,0.6175343027342141,False,False,0.08860269872690907,0.11753430273421406,0.02893160400730499,0.02893160400730499,both_wrong
15625,0,1,0.8023515653361996,1,0.7654433666049606,False,False,0.30235156533619956,0.2654433666049606,-0.03690819873123896,0.03690819873123896,both_wrong
78810,0,1,0.5785636600970648,1,0.5660592826716431,False,False,0.07856366009706484,0.06605928267164307,-0.012504377425421764,0.012504377425421764,both_wrong
14630,1,0,0.40927263080898857,0,0.39995111715543435,False,False,0.09072736919101143,0.10004888284456565,-0.009321513653554214,0.009321513653554214,both_wrong
35701,0,1,0.5857339665096177,1,0.6303793405639518,False,False,0.08573396650961773,0.13037934056395184,0.04464537405433411,0.04464537405433411,both_wrong
80113,1,0,0.4932870016318719,0,0.4783049363738834,False,False,0.006712998368128109,0.021695063626116617,-0.014982065257988508,0.014982065257988508,both_wrong
70603,1,0,0.2517174065642208,0,0.3857112645245395,False,False,0.2482825934357792,0.11428873547546048,0.1339938579603187,0.1339938579603187,both_wrong
68986,1,0,0.2264668703866118,0,0.21783801748098372,False,False,0.27353312961338816,0.28216198251901625,-0.008628852905628093,0.008628852905628093,both_wrong
91347,1,0,0.18005618064844478,0,0.21656501649344265,False,False,0.31994381935155525,0.2834349835065574,0.03650883584499787,0.03650883584499787,both_wrong
91111,1,0,0.2760107806294358,0,0.1870366485724219,False,False,0.2239892193705642,0.31296335142757814,-0.0889741320570139,0.0889741320570139,both_wrong
3168,1,0,0.18798928287588984,0,0.19308508262292323,False,False,0.31201071712411016,0.30691491737707677,0.0050957997470333916,0.0050957997470333916,both_wrong
31593,1,0,0.3285235655119684,0,0.4364521593187434,False,False,0.17147643448803163,0.06354784068125657,0.10792859380677505,0.10792859380677505,both_wrong
7264,1,0,0.24867486482096438,0,0.3763913953575609,False,False,0.25132513517903565,0.12360860464243911,0.1277165305365965,0.1277165305365965,both_wrong
31983,0,1,0.6078456954525707,1,0.5434586500040576,False,False,0.10784569545257072,0.043458650004057575,-0.06438704544851315,0.06438704544851315,both_wrong
57279,0,1,0.8358486391770459,1,0.7120184821773914,False,False,0.3358486391770459,0.2120184821773914,-0.1238301569996545,0.1238301569996545,both_wrong
34610,1,0,0.10022830153810007,0,0.19203802912825324,False,False,0.3997716984618999,0.30796197087174676,0.09180972759015317,0.09180972759015317,both_wrong
28073,1,0,0.3832633342173001,0,0.4311493451790597,False,False,0.11673666578269992,0.06885065482094033,0.047886010961759595,0.047886010961759595,both_wrong
13521,0,1,0.5533448918800495,1,0.6634116583585293,False,False,0.05334489188004954,0.16341165835852933,0.1100667664784798,0.1100667664784798,both_wrong
17119,1,0,0.06010598398798788,0,0.12487580514305313,False,False,0.4398940160120121,0.37512419485694687,0.06476982115506524,0.06476982115506524,both_wrong
21720,1,0,0.29850831037935704,0,0.3134422647563758,False,False,0.20149168962064296,0.18655773524362418,0.014933954377018777,0.014933954377018777,both_wrong
30039,0,1,0.5027457427999429,1,0.6068606195669476,False,False,0.002745742799942885,0.10686061956694759,0.1041148767670047,0.1041148767670047,both_wrong
19760,0,1,0.8124014109504687,1,0.6326649141947038,False,False,0.3124014109504687,0.13266491419470383,-0.17973649675576486,0.17973649675576486,both_wrong
71645,1,0,0.24088581483100152,0,0.31294619479733315,False,False,0.2591141851689985,0.18705380520266685,0.07206037996633163,0.07206037996633163,both_wrong
90941,0,1,0.5397798650083573,1,0.5658778433091208,False,False,0.039779865008357285,0.06587784330912083,0.026097978300763547,0.026097978300763547,both_wrong
8482,1,0,0.15013567737205072,0,0.219963040224233,False,False,0.3498643226279493,0.28003695977576704,0.06982736285218227,0.06982736285218227,both_wrong
87112,0,1,0.6651514298716562,1,0.5501027580746436,False,False,0.1651514298716562,0.050102758074643594,-0.11504867179701261,0.11504867179701261,both_wrong
51535,1,0,0.10231511453255376,0,0.21308463874556877,False,False,0.39768488546744624,0.28691536125443123,0.110769524213015,0.110769524213015,both_wrong
27416,1,0,0.25089573580047286,0,0.3086950325007924,False,False,0.24910426419952714,0.1913049674992076,0.057799296700319525,0.057799296700319525,both_wrong
43030,1,0,0.31935896585588336,0,0.289822361898204,False,False,0.18064103414411664,0.21017763810179602,-0.029536603957679375,0.029536603957679375,both_wrong
31885,0,1,0.6859294216062851,1,0.7113605108873622,False,False,0.18592942160628512,0.21136051088736219,0.02543108928107707,0.02543108928107707,both_wrong
9244,0,1,0.5959567070948065,1,0.5749945457713124,False,False,0.09595670709480653,0.07499454577131237,-0.020962161323494155,0.020962161323494155,both_wrong
14729,0,1,0.533458539167625,1,0.6987717233950729,False,False,0.03345853916762498,0.19877172339507287,0.1653131842274479,0.1653131842274479,both_wrong
56427,1,0,0.38345998653164354,0,0.39780563955066867,False,False,0.11654001346835646,0.10219436044933133,0.014345653019025129,0.014345653019025129,both_wrong
5056,0,1,0.647951740461342,1,0.7092581390806822,False,False,0.14795174046134196,0.20925813908068225,0.061306398619340285,0.061306398619340285,both_wrong
51218,0,1,0.7084799984472002,1,0.7475966146688291,False,False,0.20847999844720022,0.2475966146688291,0.039116616221628875,0.039116616221628875,both_wrong
1465,1,0,0.13425881522243485,0,0.061712526040487076,False,False,0.3657411847775651,0.43828747395951295,-0.07254628918194778,0.07254628918194778,both_wrong
7071,1,0,0.4066699892135459,0,0.417303099079753,False,False,0.09333001078645409,0.08269690092024701,0.01063310986620708,0.01063310986620708,both_wrong
38007,0,1,0.732496998373545,1,0.6527813508734771,False,False,0.23249699837354498,0.1527813508734771,-0.07971564750006788,0.07971564750006788,both_wrong
27574,1,0,0.42728899442936974,0,0.35487133271900506,False,False,0.07271100557063026,0.14512866728099494,-0.07241766171036468,0.07241766171036468,both_wrong
76694,0,1,0.677001236014514,1,0.539460105175301,False,False,0.177001236014514,0.039460105175300964,-0.13754113083921304,0.13754113083921304,both_wrong
27460,1,0,0.14394640719695576,0,0.3414338387274487,False,False,0.35605359280304427,0.1585661612725513,0.19748743153049295,0.19748743153049295,both_wrong
35568,1,0,0.4992912325747193,0,0.48323470369919186,False,False,0.0007087674252806986,0.01676529630080814,-0.016056528875527443,0.016056528875527443,both_wrong
49350,1,0,0.339888167737709,0,0.43251982977227954,False,False,0.16011183226229098,0.06748017022772046,0.09263166203457052,0.09263166203457052,both_wrong
